id,component_id,name,description,tag,scope,investigate_days,procure_days,repair_days,capex,opex,probability,a,b
164,3,Failure of instrumentation resulting in unplanned ,Failure of instrumentation resulting in unplanned ,tag 164,parent,0,90,0,0,15000,triangular,8219,10958
165,3,Failure of rotork vales resulting in inability to ,Failure of rotork vales resulting in inability to ,tag 165,parent,0,90,0,45000,0,triangular,9862,13149
166,3,Failure of fans requiring replacement,Failure of fans requiring replacement,tag 166,parent,0,90,0,0,12000,triangular,6164,8219
167,3,Complete de-lamination of white metal leading to f,Complete de-lamination of white metal leading to f,tag 167,parent,0,90,30,0,95000,triangular,90400,120533
168,3,Failure of instrumentation resulting in unplanned ,Failure of instrumentation resulting in unplanned ,tag 168,parent,0,5,0,0,10000,triangular,15820,21094
169,3,Failure of mechanism or coating requiring speciali,Failure of mechanism or coating requiring speciali,tag 169,parent,0,5,21,0,3500,triangular,18697,24929
170,3,Failure of obsolete relay leading to requirement f,Failure of obsolete relay leading to requirement f,tag 170,parent,0,90,10,150000,0,triangular,10273,13697
171,3,Failure of relay to adequately protect Pony Motor ,Failure of relay to adequately protect Pony Motor ,tag 171,parent,0,365,60,0,3500000,triangular,58760,78347
172,3,Rotor winding insulation failure leading to unsche,Rotor winding insulation failure leading to unsche,tag 172,parent,0,365,30,1000000,0,triangular,96563,128751
173,3,Failure of brushgear that could result in a flasho,Failure of brushgear that could result in a flasho,tag 173,parent,0,365,14,0,2500000,triangular,96563,128751
174,3,Failure of frame through cracking leading to loss ,Failure of frame through cracking leading to loss ,tag 174,parent,0,90,7,0,130000,triangular,234217,312289
175,3,Failure of the core/lamination stacks leading to o,Failure of the core/lamination stacks leading to o,tag 175,parent,0,90,90,0,75000,triangular,234217,312289
176,3,Failure of the core/lamination stacks leading to o,Failure of the core/lamination stacks leading to o,tag 176,parent,0,365,120,2000000,0,triangular,234217,312289
177,3,Failure of the core/lamination stacks leading to i,Failure of the core/lamination stacks leading to i,tag 177,parent,0,365,365,3500000,0,triangular,234217,312289
178,3,Failure of windings resulting in a repairable phas,Failure of windings resulting in a repairable phas,tag 178,parent,0,90,21,0,125000,triangular,234217,312289
179,3,Failure of windings resulting in a failure of core,Failure of windings resulting in a failure of core,tag 179,parent,0,365,120,3500000,0,triangular,234217,312289
180,3,Failure of all temperature sensors leading to incr,Failure of all temperature sensors leading to incr,tag 180,parent,0,90,0,0,15000,triangular,6164,8219
181,3,Failure of remaining RTDs that are presently funct,Failure of remaining RTDs that are presently funct,tag 181,parent,0,365,0,3500000,0,triangular,23011,30681
182,3,Failure of Compressor resulting in increased start,Failure of Compressor resulting in increased start,tag 182,parent,0,365,0,0,550000,triangular,147927,197235
183,3,The stabilising air is not critical to the working,The stabilising air is not critical to the working,tag 183,parent,0,90,0,50000,0,triangular,8219,10958
184,3,Failure of Compressor resulting in increased start,Failure of Compressor resulting in increased start,tag 184,parent,0,5,0,0,7500,triangular,63691,84921
185,3,The stabilising air is not critical to the working,The stabilising air is not critical to the working,tag 185,parent,0,5,0,0,7500,triangular,8219,10958
186,3,Failure of any cables/terminations could result in,Failure of any cables/terminations could result in,tag 186,parent,0,90,0,0,130000,triangular,39858,53144
187,3,Failure of switchgear resulting in unavailability ,Failure of switchgear resulting in unavailability ,tag 187,parent,0,365,0,0,225000,triangular,18491,24655
188,3,Failure of fused isolator can result in auxiliary ,Failure of fused isolator can result in auxiliary ,tag 188,parent,0,5,0,0,3000,triangular,39858,53144
189,3,Failure of protection relays could result in suppl,Failure of protection relays could result in suppl,tag 189,parent,0,90,0,0,75000,triangular,11095,14793
190,3,Failure of switchgear resulting in system failure ,Failure of switchgear resulting in system failure ,tag 190,parent,0,90,30,0,75000,triangular,11095,14793
191,3,Failure of breakers could result in supply & redun,Failure of breakers could result in supply & redun,tag 191,parent,0,365,0,3650000,0,triangular,11095,14793
192,3,Failure of protection relays could result in suppl,Failure of protection relays could result in suppl,tag 192,parent,0,365,0,400000,0,triangular,11095,14793
193,3,Failure of switchgear resulting in unavailability ,Failure of switchgear resulting in unavailability ,tag 193,parent,0,90,210,0,75000,triangular,18491,24655
194,3,Failure of obsolete relay leading to requirement f,Failure of obsolete relay leading to requirement f,tag 194,parent,0,90,210,175000,0,triangular,11095,14793
195,3,Failure of obsolete relays incorporated in the con,Failure of obsolete relays incorporated in the con,tag 195,parent,0,365,30,750000,0,triangular,11095,14793
196,3,Failure of transformer requiring replacement,Failure of transformer requiring replacement,tag 196,parent,0,365,365,15000000,0,triangular,82182,109575
197,3,Failure of relay to adequately protect transformer,Failure of relay to adequately protect transformer,tag 197,parent,0,365,365,15000000,0,triangular,58760,78347
198,3,Failure of obsolete relay leading to requirement f,Failure of obsolete relay leading to requirement f,tag 198,parent,0,90,5,0,125000,triangular,58760,78347
199,3,Failure of transformer requiring replacement,Failure of transformer requiring replacement,tag 199,parent,0,90,14,150000,0,triangular,63691,84921
200,3,Failure of cooling water piping leading to bearing,Failure of cooling water piping leading to bearing,tag 200,parent,0,90,5,0,75000,triangular,63691,84921
201,3,Cracking of welds or draft tube sections requiring,Cracking of welds or draft tube sections requiring,tag 201,parent,0,90,0,0,150000,triangular,63691,84921
202,3,Pick up of guide vanes leading to top and/or botto,Pick up of guide vanes leading to top and/or botto,tag 202,parent,0,365,14,0,450000,triangular,63691,84921
203,3,Failure of bushes resulting in high vibration requ,Failure of bushes resulting in high vibration requ,tag 203,parent,0,365,0,0,250000,triangular,10273,13697
204,3,Failure of white metal surface requiring unschedul,Failure of white metal surface requiring unschedul,tag 204,parent,0,90,5,0,175000,triangular,90400,120533
205,3,Cavitation damage resulting in unscheduled/extende,Cavitation damage resulting in unscheduled/extende,tag 205,parent,0,90,0,0,150000,triangular,63691,84921
206,3,Pitting and/or cavitation of runner resulting inir,Pitting and/or cavitation of runner resulting inir,tag 206,parent,0,365,365,40000000,0,triangular,63691,84921
207,3,Failure of cooling water piping requiring unschedu,Failure of cooling water piping requiring unschedu,tag 207,parent,0,5,0,0,7500,triangular,18491,24655
208,3,Failure of cooling water during pump start or SCO ,Failure of cooling water during pump start or SCO ,tag 208,parent,0,90,0,0,30000,triangular,18491,24655
209,3,Cracking of welds or spiral sections requiring out,Cracking of welds or spiral sections requiring out,tag 209,parent,0,90,0,0,150000,triangular,18491,24655
210,3,Corrosion damage leading to unscheduled/extended s,Corrosion damage leading to unscheduled/extended s,tag 210,parent,0,5,0,0,7500,triangular,18491,24655
211,3,Cracking of welds or stay vanes requiring unschedu,Cracking of welds or stay vanes requiring unschedu,tag 211,parent,0,90,0,0,150000,triangular,246544,328725
212,3,Catastrophic shaft failure,Catastrophic shaft failure,tag 212,parent,0,365,365,125000000,0,triangular,821813,1095750
213,3,Failure or blockage of heat exchanger tubing requi,Failure or blockage of heat exchanger tubing requi,tag 213,parent,0,90,0,0,15000,triangular,34928,46570
214,3,Failure of drive systems on gates in closed positi,Failure of drive systems on gates in closed positi,tag 214,parent,0,90,7,0,150000,triangular,102727,136969
215,3,HP Oil pump failure resulting in thrust bearing pa,HP Oil pump failure resulting in thrust bearing pa,tag 215,parent,0,90,4,0,175000,triangular,63691,84921
216,3,Failure of the oil cooling pipework and/or heat ex,Failure of the oil cooling pipework and/or heat ex,tag 216,parent,0,90,4,0,75000,triangular,31229,41639
217,3,Failure of the oil cooling pipework and/or heat ex,Failure of the oil cooling pipework and/or heat ex,tag 217,parent,0,90,4,0,75000,triangular,20957,27942
218,3,Failure of all temperature instruments resulting i,Failure of all temperature instruments resulting i,tag 218,parent,0,90,0,0,75000,triangular,63691,84921
219,3,Failure of internal oil cooler pipework resulting ,Failure of internal oil cooler pipework resulting ,tag 219,parent,0,90,2,0,75000,triangular,20135,26846
220,3,Failure of vapour extraction system allowing oil m,Failure of vapour extraction system allowing oil m,tag 220,parent,0,5,0,0,10000,triangular,38215,50953
221,3,Failure of vapour extraction system allowing oil m,Failure of vapour extraction system allowing oil m,tag 221,parent,0,5,0,0,10000,triangular,14341,19121
222,3,Complete de-lamination of white metal leading to f,Complete de-lamination of white metal leading to f,tag 222,parent,0,90,5,0,95000,triangular,242435,323247
223,3,Failure of the sealing air system causing oil leak,Failure of the sealing air system causing oil leak,tag 223,parent,0,5,0,0,10000,triangular,63691,84921
224,3,Failure of the sealing air system causing oil leak,Failure of the sealing air system causing oil leak,tag 224,parent,0,5,0,0,10000,triangular,63691,84921
225,4,Failure of pumps during dewatering resulting in ex,Failure of pumps during dewatering resulting in ex,tag 225,parent,0,90,0,0,55000,triangular,32873,273938
226,4,Each Generator has its own equipment  pumping func,Each Generator has its own equipment  pumping func,tag 226,parent,0,90,0,0,25000,triangular,21902,35612
227,4,There is no plant SCADA only monitoring SCADA for ,There is no plant SCADA only monitoring SCADA for ,tag 227,parent,0,90,0,200000,0,triangular,30145,32873
228,4,Failure of obsolescent system control equipment eg,Failure of obsolescent system control equipment eg,tag 228,parent,0,365,365,250000,0,triangular,10958,16437
229,4,Unavailability of unit due to obsolescence of equi,Unavailability of unit due to obsolescence of equi,tag 229,parent,0,365,365,20000000,0,triangular,0,2740
230,4,Unavailability of unit due to obsolescence of equi,Unavailability of unit due to obsolescence of equi,tag 230,parent,0,365,365,20000000,0,triangular,0,10958
231,4,Failure of obsolete control card requiring a procu,Failure of obsolete control card requiring a procu,tag 231,parent,0,365,1,5000000,0,triangular,2740,5479
232,4,Failure of obsolete breaker requiring a procuremen,Failure of obsolete breaker requiring a procuremen,tag 232,parent,0,365,5,5000000,0,triangular,5479,16437
233,4,Failure of thyristors and fuses would require to b,Failure of thyristors and fuses would require to b,tag 233,parent,0,5,1,0,7500,triangular,5479,16437
234,4,Failure of relay to adequately protect Generator d,Failure of relay to adequately protect Generator d,tag 234,parent,0,365,365,250000,0,triangular,10369,13697
235,4,Failure of obsolete relay leading to requirement f,Failure of obsolete relay leading to requirement f,tag 235,parent,0,90,5,0,175000,triangular,10369,13697
236,4,Failure of relay to adequately protect Generator d,Failure of relay to adequately protect Generator d,tag 236,parent,0,365,365,250000,0,triangular,10369,13697
237,4,Failure of obsolete relay leading to requirement f,Failure of obsolete relay leading to requirement f,tag 237,parent,0,90,5,0,175000,triangular,10369,13697
238,4,Uncontrolled application of brake pads during oper,Uncontrolled application of brake pads during oper,tag 238,parent,0,90,5,10000,30000,triangular,166104,219424
239,4,Failure of brakes and jacking limit switches resul,Failure of brakes and jacking limit switches resul,tag 239,parent,0,5,0,0,7500,triangular,52049,54788
240,4,Failure of heat exchanger tubing requiring removal,Failure of heat exchanger tubing requiring removal,tag 240,parent,0,90,5,0,20000,triangular,52049,54788
241,4,Failure of at least 2 fans requiring replacement,Failure of at least 2 fans requiring replacement,tag 241,parent,0,90,2,0,15000,triangular,6164,8219
242,4,Old and obsolete  needs to be replaced. Not all se,Old and obsolete  needs to be replaced. Not all se,tag 242,parent,0,90,0,0,25000,triangular,104141,120533
243,4,Failure of speed sensing device resulting in inabi,Failure of speed sensing device resulting in inabi,tag 243,parent,0,90,0,0,15000,triangular,159733,191757
244,4,Complete de-lamination of white metal leading to f,Complete de-lamination of white metal leading to f,tag 244,parent,0,365,5,0,220000,triangular,123272,164363
245,4,Failure of all temperature instruments resulting i,Failure of all temperature instruments resulting i,tag 245,parent,0,90,0,0,15000,triangular,13700,45212
246,4,Loosening of windings leading to rotor earth fault,Loosening of windings leading to rotor earth fault,tag 246,parent,0,365,25,0,300000,triangular,28490,43830
247,4,Failure of flexible pole connections resulting in ,Failure of flexible pole connections resulting in ,tag 247,parent,0,5,4,0,10000,triangular,28490,43830
248,4,Cracks developing in the rotor pole end plates and,Cracks developing in the rotor pole end plates and,tag 248,parent,0,365,540,0,1500000,triangular,8761,16437
249,4,Failure of rim yoke resulting in pole movement and,Failure of rim yoke resulting in pole movement and,tag 249,parent,0,365,365,80000000,0,triangular,20273,23011
250,4,Failure of rim yoke resulting in unscheduled outag,Failure of rim yoke resulting in unscheduled outag,tag 250,parent,0,365,365,75000000,0,triangular,20273,23011
251,4,Failure of brushgear that could result in a flasho,Failure of brushgear that could result in a flasho,tag 251,parent,0,90,90,0,50000,triangular,52071,98618
252,4,Failure of frame through cracking leading to loss ,Failure of frame through cracking leading to loss ,tag 252,parent,0,365,150,13500000,750000,triangular,273938,273938
253,4,Failure of the core/lamination stacks leading to o,Failure of the core/lamination stacks leading to o,tag 253,parent,0,365,30,0,375000,triangular,11510,14245
254,4,Failure of the core/lamination stacks leading to o,Failure of the core/lamination stacks leading to o,tag 254,parent,0,365,150,13500000,750000,triangular,11510,14245
255,4,Failure of the core/lamination stacks leading to i,Failure of the core/lamination stacks leading to i,tag 255,parent,0,365,365,27500000,0,triangular,11510,14245
256,4,Failure of remaining RTDs that are presently funct,Failure of remaining RTDs that are presently funct,tag 256,parent,0,365,150,13500000,0,triangular,12054,13697
257,4,Failure of windings resulting in a repairable phas,Failure of windings resulting in a repairable phas,tag 257,parent,0,365,150,0,450000,triangular,12054,13697
258,4,Failure of windings resulting in a failure of core,Failure of windings resulting in a failure of core,tag 258,parent,0,365,365,35000000,0,triangular,12054,13697
259,4,Failure of all temperature transmitters leading to,Failure of all temperature transmitters leading to,tag 259,parent,0,5,0,0,1500,triangular,10958,10958
260,4,Failure of remaining RTDs that are presently funct,Failure of remaining RTDs that are presently funct,tag 260,parent,0,365,150,8000000,0,triangular,12054,13697
261,4,Increased vibration due to dislodging of thrust bl,Increased vibration due to dislodging of thrust bl,tag 261,parent,0,365,60,1000000,0,triangular,273938,273938
262,4,Complete de-lamination of white metal leading to f,Complete de-lamination of white metal leading to f,tag 262,parent,0,90,14,0,175000,triangular,39447,54788
263,4,Failure of all temperature instruments resulting i,Failure of all temperature instruments resulting i,tag 263,parent,0,90,0,0,15000,triangular,21368,28490
264,4,Failure of hydraulic system leading to inability t,Failure of hydraulic system leading to inability t,tag 264,parent,0,365,90,0,500000,triangular,273938,273938
265,4,Failure of sliding and link arm bushes resulting i,Failure of sliding and link arm bushes resulting i,tag 265,parent,0,90,21,0,80000,triangular,273938,273938
266,4,Failure of servo motors (seals  valves) leading to,Failure of servo motors (seals  valves) leading to,tag 266,parent,0,90,30,0,200000,triangular,186196,191757
267,4,Failure of bypass penstock side isolating valve in,Failure of bypass penstock side isolating valve in,tag 267,parent,0,90,30,0,45000,triangular,123272,164363
268,4,Failure of bypass penstock side isolating valve in,Failure of bypass penstock side isolating valve in,tag 268,parent,0,90,30,0,30000,triangular,175320,219150
269,4,Failure of hydraulic system leading to inability t,Failure of hydraulic system leading to inability t,tag 269,parent,0,365,45,875000,0,triangular,30818,41091
270,4,Failure of maintenance seal requiring unscheduled ,Failure of maintenance seal requiring unscheduled ,tag 270,parent,0,365,30,0,500000,triangular,47255,63006
271,4,Failure of service seal causing poor seal with una,Failure of service seal causing poor seal with una,tag 271,parent,0,365,30,0,500000,triangular,36982,49309
272,4,Failure of instrumentation resulting in unplanned ,Failure of instrumentation resulting in unplanned ,tag 272,parent,0,5,0,0,5000,triangular,14177,18902
273,4,Failure of servo motors (seals  valves) leading to,Failure of servo motors (seals  valves) leading to,tag 273,parent,0,90,45,0,75000,triangular,14177,18902
274,4,Seizure of trunnions resulting in valve not being ,Seizure of trunnions resulting in valve not being ,tag 274,parent,0,365,45,0,450000,triangular,47255,63006
275,4,Failure of seals leading to excessive leakage and ,Failure of seals leading to excessive leakage and ,tag 275,parent,0,90,0,0,40000,triangular,14177,18902
276,4,Failure of instrumentation resulting in unplanned ,Failure of instrumentation resulting in unplanned ,tag 276,parent,0,90,0,0,15000,triangular,8219,10958
277,4,Failure of rotork vales resulting in inability to ,Failure of rotork vales resulting in inability to ,tag 277,parent,0,90,0,45000,0,triangular,9862,13149
278,4,Failure of fans requiring replacement,Failure of fans requiring replacement,tag 278,parent,0,90,0,0,12000,triangular,6164,8219
279,4,Complete de-lamination of white metal leading to f,Complete de-lamination of white metal leading to f,tag 279,parent,0,90,30,0,95000,triangular,90400,120533
280,4,Failure of instrumentation resulting in unplanned ,Failure of instrumentation resulting in unplanned ,tag 280,parent,0,5,0,0,10000,triangular,15820,21094
281,4,Failure of mechanism or coating requiring speciali,Failure of mechanism or coating requiring speciali,tag 281,parent,0,5,21,0,3500,triangular,18697,24929
282,4,Failure of obsolete relay leading to requirement f,Failure of obsolete relay leading to requirement f,tag 282,parent,0,90,10,150000,0,triangular,10273,13697
283,4,Failure of relay to adequately protect Pony Motor ,Failure of relay to adequately protect Pony Motor ,tag 283,parent,0,365,60,0,3500000,triangular,58760,78347
284,4,Rotor winding insulation failure leading to unsche,Rotor winding insulation failure leading to unsche,tag 284,parent,0,365,30,1000000,0,triangular,96563,128751
285,4,Failure of brushgear that could result in a flasho,Failure of brushgear that could result in a flasho,tag 285,parent,0,365,14,0,2500000,triangular,96563,128751
286,4,Failure of frame through cracking leading to loss ,Failure of frame through cracking leading to loss ,tag 286,parent,0,90,7,0,130000,triangular,234217,312289
287,4,Failure of the core/lamination stacks leading to o,Failure of the core/lamination stacks leading to o,tag 287,parent,0,90,90,0,75000,triangular,234217,312289
288,4,Failure of the core/lamination stacks leading to o,Failure of the core/lamination stacks leading to o,tag 288,parent,0,365,120,2000000,0,triangular,234217,312289
289,4,Failure of the core/lamination stacks leading to i,Failure of the core/lamination stacks leading to i,tag 289,parent,0,365,365,3500000,0,triangular,234217,312289
290,4,Failure of windings resulting in a repairable phas,Failure of windings resulting in a repairable phas,tag 290,parent,0,90,21,0,125000,triangular,234217,312289
291,4,Failure of windings resulting in a failure of core,Failure of windings resulting in a failure of core,tag 291,parent,0,365,120,3500000,0,triangular,234217,312289
292,4,Failure of all temperature sensors leading to incr,Failure of all temperature sensors leading to incr,tag 292,parent,0,90,0,0,15000,triangular,6164,8219
293,4,Failure of remaining RTDs that are presently funct,Failure of remaining RTDs that are presently funct,tag 293,parent,0,365,0,3500000,0,triangular,23011,30681
294,4,Failure of Compressor resulting in increased start,Failure of Compressor resulting in increased start,tag 294,parent,0,365,0,0,550000,triangular,147927,197235
295,4,The stabilising air is not critical to the working,The stabilising air is not critical to the working,tag 295,parent,0,90,0,50000,0,triangular,8219,10958
296,4,Failure of Compressor resulting in increased start,Failure of Compressor resulting in increased start,tag 296,parent,0,5,0,0,7500,triangular,63691,84921
297,4,The stabilising air is not critical to the working,The stabilising air is not critical to the working,tag 297,parent,0,5,0,0,7500,triangular,8219,10958
298,4,Failure of any cables/terminations could result in,Failure of any cables/terminations could result in,tag 298,parent,0,90,0,0,130000,triangular,39858,53144
299,4,Failure of switchgear resulting in unavailability ,Failure of switchgear resulting in unavailability ,tag 299,parent,0,365,0,0,225000,triangular,18491,24655
300,4,Failure of fused isolator can result in auxiliary ,Failure of fused isolator can result in auxiliary ,tag 300,parent,0,5,0,0,3000,triangular,39858,53144
301,4,Failure of protection relays could result in suppl,Failure of protection relays could result in suppl,tag 301,parent,0,90,0,0,75000,triangular,11095,14793
302,4,Failure of switchgear resulting in system failure ,Failure of switchgear resulting in system failure ,tag 302,parent,0,90,30,0,75000,triangular,11095,14793
303,4,Failure of breakers could result in supply & redun,Failure of breakers could result in supply & redun,tag 303,parent,0,365,0,3650000,0,triangular,11095,14793
304,4,Failure of protection relays could result in suppl,Failure of protection relays could result in suppl,tag 304,parent,0,365,0,400000,0,triangular,11095,14793
305,4,Failure of switchgear resulting in unavailability ,Failure of switchgear resulting in unavailability ,tag 305,parent,0,90,210,0,75000,triangular,18491,24655
306,4,Failure of obsolete relay leading to requirement f,Failure of obsolete relay leading to requirement f,tag 306,parent,0,90,210,175000,0,triangular,11095,14793
307,4,Failure of obsolete relays incorporated in the con,Failure of obsolete relays incorporated in the con,tag 307,parent,0,365,30,750000,0,triangular,11095,14793
308,4,Failure of transformer requiring replacement,Failure of transformer requiring replacement,tag 308,parent,0,365,365,15000000,0,triangular,82182,109575
309,4,Failure of relay to adequately protect transformer,Failure of relay to adequately protect transformer,tag 309,parent,0,365,365,15000000,0,triangular,58760,78347
310,4,Failure of obsolete relay leading to requirement f,Failure of obsolete relay leading to requirement f,tag 310,parent,0,90,5,0,125000,triangular,58760,78347
311,4,Failure of transformer requiring replacement,Failure of transformer requiring replacement,tag 311,parent,0,90,14,150000,0,triangular,63691,84921
312,4,Failure of cooling water piping leading to bearing,Failure of cooling water piping leading to bearing,tag 312,parent,0,90,5,0,75000,triangular,63691,84921
313,4,Cracking of welds or draft tube sections requiring,Cracking of welds or draft tube sections requiring,tag 313,parent,0,90,0,0,150000,triangular,63691,84921
314,4,Pick up of guide vanes leading to top and/or botto,Pick up of guide vanes leading to top and/or botto,tag 314,parent,0,365,14,0,450000,triangular,63691,84921
315,4,Failure of bushes resulting in high vibration requ,Failure of bushes resulting in high vibration requ,tag 315,parent,0,365,0,0,250000,triangular,10273,13697
316,4,Failure of white metal surface requiring unschedul,Failure of white metal surface requiring unschedul,tag 316,parent,0,90,5,0,175000,triangular,90400,120533
317,4,Cavitation damage resulting in unscheduled/extende,Cavitation damage resulting in unscheduled/extende,tag 317,parent,0,90,0,0,150000,triangular,63691,84921
318,4,Pitting and/or cavitation of runner resulting inir,Pitting and/or cavitation of runner resulting inir,tag 318,parent,0,365,365,40000000,0,triangular,63691,84921
319,4,Failure of cooling water piping requiring unschedu,Failure of cooling water piping requiring unschedu,tag 319,parent,0,5,0,0,7500,triangular,18491,24655
320,4,Failure of cooling water during pump start or SCO ,Failure of cooling water during pump start or SCO ,tag 320,parent,0,90,0,0,30000,triangular,18491,24655
321,4,Cracking of welds or spiral sections requiring out,Cracking of welds or spiral sections requiring out,tag 321,parent,0,90,0,0,150000,triangular,18491,24655
322,4,Corrosion damage leading to unscheduled/extended s,Corrosion damage leading to unscheduled/extended s,tag 322,parent,0,5,0,0,7500,triangular,18491,24655
323,4,Cracking of welds or stay vanes requiring unschedu,Cracking of welds or stay vanes requiring unschedu,tag 323,parent,0,90,0,0,150000,triangular,246544,328725
324,4,Catastrophic shaft failure,Catastrophic shaft failure,tag 324,parent,0,365,365,125000000,0,triangular,821813,1095750
325,4,Failure or blockage of heat exchanger tubing requi,Failure or blockage of heat exchanger tubing requi,tag 325,parent,0,90,0,0,15000,triangular,34928,46570
326,4,Failure of drive systems on gates in closed positi,Failure of drive systems on gates in closed positi,tag 326,parent,0,90,7,0,150000,triangular,102727,136969
327,4,HP Oil pump failure resulting in thrust bearing pa,HP Oil pump failure resulting in thrust bearing pa,tag 327,parent,0,90,4,0,175000,triangular,63691,84921
